((0, 1), 0)	2769	6843	0.622459352016449
((0, 1), 0)	717	2013	0.622459352016449
((0, 1), 0)	304	9385	0.622459352016449
((0, 1), 0)	289	2514	0.7058805823326111
((0, 1), 0)	73	2514	0.6943392157554626
((0, 1), 0)	501	9385	0.6043571829795837
((0, 1), 0)	283	12929	0.7087178826332092
((0, 1), 0)	2895	6843	0.622459352016449
((0, 1), 0)	133	12929	0.7180938124656677
((0, 1), 0)	245	2013	0.6892485022544861
((0, 1), 0)	80	9385	0.6768196821212769
((0, 1), 0)	113	9385	0.6999194622039795
((0, 1), 0)	284	9385	0.687326192855835
((0, 1), 0)	176	9385	0.697364866733551
((0, 1), 0)	4905	9385	0.622459352016449
((0, 1), 0)	6	9385	0.6896520853042603
((0, 1), 0)	1538	6843	0.622459352016449
((0, 1), 0)	1126	2514	0.622459352016449
((0, 1), 0)	106	2013	0.7049477696418762
((0, 1), 0)	8295	6843	0.622459352016449
((0, 1), 0)	192	2013	0.7013956904411316
((0, 1), 0)	86	9385	0.6910430788993835
((0, 1), 0)	103	9385	0.6457946300506592
((0, 1), 0)	67	12929	0.7163675427436829
((0, 1), 0)	53	2514	0.6537337303161621
((0, 1), 0)	479	2013	0.622459352016449
((0, 1), 0)	83	9385	0.622459352016449
((0, 1), 0)	74	1667	0.6859370470046997
((0, 1), 0)	177	2514	0.6792605519294739
((0, 1), 0)	422	9385	0.6874172687530518
((0, 1), 0)	160	2013	0.7037393450737
((0, 1), 0)	518	2514	0.6916095614433289
((0, 1), 0)	112	9385	0.622459352016449
((0, 1), 0)	378	12929	0.6751003861427307
((0, 1), 0)	844	6843	0.622459352016449
((0, 1), 0)	856	9385	0.622459352016449
((0, 1), 0)	1005	2013	0.7129690647125244
((0, 1), 0)	1049	9385	0.622459352016449
((0, 1), 0)	150	2013	0.7151159048080444
((0, 1), 0)	96	12929	0.718958854675293
((0, 1), 3)	19	9385	0.6884909272193909
((0, 1), 3)	2108	6843	0.6648262739181519
((0, 1), 3)	468	6843	0.6675863265991211
((0, 1), 3)	1533	6843	0.622459352016449
((0, 1), 3)	6947	12929	0.6672821640968323
((0, 1), 3)	521	2013	0.6653294563293457
((0, 1), 3)	1025	6843	0.622459352016449
((0, 1), 3)	869	12929	0.6776365637779236
((0, 1), 3)	97	6843	0.6627267599105835
((0, 1), 3)	11	12929	0.6388537883758545
((0, 1), 3)	103	12929	0.6527381539344788
((0, 1), 3)	186	2514	0.6549002528190613
((0, 1), 3)	2387	6843	0.655595064163208
((0, 1), 3)	1277	2013	0.6589329242706299
((0, 1), 3)	270	6843	0.6607215404510498
((0, 1), 3)	59	6843	0.6308022737503052
((0, 1), 3)	103	9385	0.6765586137771606
((0, 1), 3)	14	9385	0.6815211772918701
((0, 1), 3)	560	2514	0.6573367118835449
((0, 1), 3)	5087	12929	0.6672821640968323
((0, 1), 4)	116	2013	0.6902691721916199
((0, 1), 4)	78	2013	0.6925782561302185
((0, 1), 4)	998	2514	0.6452444791793823
((0, 1), 4)	2088	2514	0.622459352016449
((0, 1), 4)	278	2013	0.7018217444419861
((0, 1), 4)	1025	6843	0.622459352016449
((0, 1), 4)	753	2013	0.6966726779937744
((0, 1), 4)	191	2514	0.6470913887023926
((0, 1), 4)	925	9385	0.622459352016449
((0, 1), 4)	205	2514	0.643028199672699
((0, 1), 4)	251	2514	0.6533665657043457
((0, 1), 4)	63	2013	0.7012152075767517
((0, 1), 4)	124	2514	0.622459352016449
((0, 1), 4)	86	6843	0.6932116150856018
((0, 1), 4)	15	6843	0.6712058782577515
((0, 1), 4)	57	2013	0.622459352016449
((0, 1), 4)	97	2514	0.6474901437759399
((0, 1), 4)	128	1561	0.6357893347740173
((0, 1), 4)	10	2013	0.6569281816482544
((0, 1), 4)	55	2013	0.7012152075767517
((0, 1), 4)	34	2514	0.622459352016449
((0, 1), 4)	921	12929	0.7070789337158203
((0, 1), 4)	6	2013	0.698598325252533
((0, 1), 4)	2860	12929	0.622459352016449
((0, 1), 4)	193	2514	0.622459352016449
((0, 1), 4)	113	2514	0.6488867998123169
((0, 1), 6)	19	1561	0.6647912859916687
((0, 1), 6)	305	2514	0.582271158695221
((0, 1), 6)	133	2514	0.6528502702713013
((0, 1), 6)	346	2514	0.622459352016449
((0, 1), 6)	176	9385	0.6972315907478333
((0, 1), 6)	375	6843	0.6423237323760986
((0, 1), 6)	159	1667	0.6339525580406189
((0, 1), 6)	251	2514	0.596275806427002
((0, 1), 6)	62	2013	0.5840667486190796
((0, 1), 6)	231	2514	0.6134349703788757
((0, 1), 6)	263	12929	0.7016980051994324
((0, 1), 6)	41	2514	0.622459352016449
((0, 1), 6)	165	2013	0.622459352016449
((0, 1), 6)	29	2514	0.5745469331741333
((0, 1), 6)	125	12929	0.6761459708213806
((0, 1), 6)	15	12929	0.6934955716133118
((0, 1), 6)	732	9385	0.622459352016449
((0, 1), 6)	110	9385	0.6839603185653687
((0, 1), 6)	74	2514	0.5786236524581909
((0, 1), 6)	253	2013	0.6926358938217163
((0, 1), 7)	96	2514	0.598228394985199
((0, 1), 7)	1004	2013	0.6764639019966125
((0, 1), 7)	414	12929	0.6974990963935852
((0, 1), 7)	8	9385	0.615155816078186
((0, 1), 7)	4	6843	0.6312869787216187
((0, 1), 7)	118	12929	0.7133721113204956
((0, 1), 7)	172	12929	0.7115013599395752
((0, 1), 7)	317	2514	0.5858842730522156
((0, 1), 7)	423	1667	0.6753597259521484
((0, 1), 7)	511	12929	0.622459352016449
((0, 1), 7)	1474	12929	0.7018831968307495
((0, 1), 7)	728	2013	0.6764639019966125
((0, 1), 7)	795	2013	0.6694754958152771
((0, 1), 7)	121	12929	0.6996927261352539
((0, 1), 7)	3	2514	0.5980234146118164
((0, 1), 7)	42	9385	0.6214936375617981
((0, 1), 7)	512	2514	0.5858842730522156
((0, 1), 7)	488	12929	0.6739814877510071
((0, 1), 7)	488	1561	0.6035991311073303
((0, 1), 7)	71	12929	0.7006208896636963
((0, 1), 8)	2923	9385	0.6372095346450806
((0, 1), 8)	251	2013	0.6725994348526001
((0, 1), 8)	8457	6843	0.6483553051948547
((0, 1), 8)	239	2514	0.644545316696167
((0, 1), 8)	159	2013	0.6783363819122314
((0, 1), 8)	172	12929	0.6854829788208008
((0, 1), 8)	64	9385	0.6450845003128052
((0, 1), 8)	6504	6843	0.622459352016449
((0, 1), 8)	2930	6843	0.6483553051948547
((0, 1), 8)	19	9385	0.6419478058815002
((0, 1), 23)	191	2514	0.5811299085617065
((0, 1), 23)	12961	2514	0.622459352016449
((0, 1), 23)	4070	2514	0.622459352016449
((0, 1), 23)	2885	6843	0.622459352016449
((0, 1), 23)	3502	2514	0.5923711061477661
((0, 1), 34)	4256	6843	0.622459352016449
((0, 1), 34)	186	2514	0.5856326818466187
((0, 1), 34)	19	2013	0.6240047216415405
((0, 1), 34)	251	6843	0.6398410797119141
