((0, 1), 0)	3309	9385	0.6663836240768433
((0, 1), 0)	1170	1561	0.6653888821601868
((0, 1), 0)	9672	12929	0.6650770306587219
((0, 1), 0)	51	2013	0.6662948131561279
((0, 1), 0)	7971	12929	0.6650770306587219
((0, 1), 0)	4686	9385	0.666309118270874
((0, 1), 0)	3039	2013	0.6662948131561279
((0, 1), 0)	1946	2013	0.6662569642066956
((0, 1), 0)	6247	1667	0.6662519574165344
((0, 1), 0)	1170	12929	0.6650489568710327
((0, 1), 0)	6522	1561	0.6655256152153015
((0, 1), 0)	8404	9385	0.6665220260620117
((0, 1), 0)	7449	2514	0.6660469770431519
((0, 1), 0)	2489	1667	0.6664636135101318
((0, 1), 0)	13250	2514	0.666131317615509
((0, 1), 0)	1160	1561	0.6655256152153015
((0, 1), 0)	2743	2514	0.6660469770431519
((0, 1), 0)	4857	2514	0.6660438179969788
((0, 1), 0)	12259	1667	0.6664634943008423
((0, 1), 0)	4161	2514	0.666131317615509
((0, 1), 0)	3823	12929	0.6650770306587219
((0, 1), 0)	4401	1561	0.665617823600769
((0, 1), 0)	12102	2514	0.6660469770431519
((0, 1), 0)	6290	2514	0.6660438179969788
((0, 1), 0)	11296	9385	0.6665045022964478
((0, 1), 0)	6599	2514	0.6660469770431519
((0, 1), 0)	1468	12929	0.6651438474655151
((0, 1), 0)	9909	1667	0.6661824584007263
((0, 1), 0)	1767	2514	0.6660469770431519
((0, 1), 0)	12390	9385	0.6665045022964478
((0, 1), 0)	4849	2013	0.6662948131561279
((0, 1), 0)	625	1667	0.666523277759552
((0, 1), 0)	13250	1667	0.6663453578948975
((0, 1), 0)	3254	9385	0.6663836240768433
((0, 1), 0)	3817	1561	0.665617823600769
((0, 1), 0)	4593	2013	0.6663722991943359
((0, 1), 0)	6368	2013	0.6662569642066956
((0, 1), 0)	11156	1561	0.6654503345489502
((0, 1), 0)	12082	1561	0.6657551527023315
((0, 1), 0)	4757	1561	0.6655283570289612
((0, 1), 0)	1044	12929	0.6650489568710327
((0, 1), 0)	2572	1667	0.6663453578948975
((0, 1), 0)	8328	1561	0.6655256152153015
((0, 1), 0)	8498	1667	0.6663893461227417
((0, 1), 0)	7314	12929	0.6649559140205383
((0, 1), 0)	6875	1667	0.6663453578948975
((0, 1), 0)	474	9385	0.6665045022964478
((0, 1), 0)	2060	9385	0.6665045022964478
((0, 1), 0)	940	2013	0.6665235757827759
((0, 1), 0)	2138	1667	0.6663686037063599
((0, 1), 0)	12464	12929	0.6650770306587219
((0, 1), 0)	7314	2013	0.6660633087158203
((0, 1), 0)	5943	1561	0.6654503345489502
((0, 1), 0)	7314	2514	0.6658512949943542
((0, 1), 0)	690	1561	0.6656057238578796
((0, 1), 0)	9470	1561	0.6655256152153015
((0, 1), 0)	7897	2013	0.6662948131561279
((0, 1), 0)	9791	12929	0.6650770306587219
((0, 1), 0)	6187	9385	0.666612446308136
((0, 1), 0)	5703	1667	0.6663686037063599
((0, 1), 0)	2572	2514	0.666131317615509
((0, 1), 0)	2036	12929	0.6650770306587219
((0, 1), 0)	3080	2013	0.666217029094696
((0, 1), 0)	7214	1667	0.6663686037063599
((0, 1), 0)	4857	2013	0.6662569642066956
((0, 1), 0)	3670	12929	0.6651438474655151
((0, 1), 0)	3254	12929	0.6651285290718079
((0, 1), 0)	5546	2514	0.6660407185554504
((0, 1), 0)	8938	9385	0.6665045022964478
((0, 1), 0)	2788	9385	0.6665045022964478
((0, 1), 0)	10823	1561	0.6655256152153015
((0, 1), 0)	8933	2013	0.6662948131561279
((0, 1), 0)	860	9385	0.6666133999824524
((0, 1), 0)	10575	2013	0.6662948131561279
((0, 1), 0)	5544	1667	0.6663686037063599
((0, 1), 0)	9899	2514	0.6660469770431519
