((0, 1), 0)	11989	87	0.6830223202705383
((0, 1), 0)	4178	696	0.6940491795539856
((0, 1), 0)	3905	388	0.7045580744743347
((0, 1), 0)	2177	112	0.6529152393341064
((0, 1), 0)	1340	710	0.7077044248580933
((0, 1), 0)	634	112	0.6938032507896423
((0, 1), 0)	324	61	0.6695805191993713
((0, 1), 0)	6064	87	0.6523066163063049
((0, 1), 0)	5417	87	0.6936517357826233
((0, 1), 0)	1366	569	0.7093318700790405
((0, 1), 0)	2306	407	0.6851267218589783
((0, 1), 0)	6452	896	0.6915445327758789
((0, 1), 0)	1479	407	0.6840776801109314
((0, 1), 0)	2098	519	0.7202318906784058
((0, 1), 0)	456	519	0.6956490278244019
((0, 1), 0)	8459	104	0.679912805557251
((0, 1), 0)	5704	104	0.6824614405632019
((0, 1), 0)	6956	270	0.7013179659843445
((0, 1), 0)	1991	780	0.704559862613678
((0, 1), 0)	2590	710	0.6855073571205139
((0, 1), 0)	3401	453	0.5962277054786682
((0, 1), 0)	138	78	0.715910017490387
((0, 1), 0)	278	519	0.6520624160766602
((0, 1), 0)	731	112	0.7113571166992188
((0, 1), 0)	6707	260	0.6989704966545105
((0, 1), 0)	1015	696	0.6848705410957336
((0, 1), 0)	2173	453	0.6855030059814453
((0, 1), 0)	360	260	0.6568219661712646
((0, 1), 0)	3334	2318	0.7065047025680542
((0, 1), 0)	4671	453	0.69997239112854
((0, 1), 0)	685	260	0.6979734301567078
((0, 1), 0)	1436	2151	0.6791374087333679
((0, 1), 0)	11335	388	0.6782044172286987
((0, 1), 0)	7554	270	0.6845271587371826
((0, 1), 0)	1570	452	0.6860785484313965
((0, 1), 0)	227	260	0.6562923192977905
((0, 1), 0)	12313	519	0.679779052734375
((0, 1), 0)	8359	78	0.7125704288482666
((0, 1), 0)	3448	87	0.675125002861023
((0, 1), 0)	2685	519	0.6798827052116394
((0, 1), 0)	2576	569	0.7161372900009155
((0, 1), 0)	6551	282	0.680564284324646
((0, 1), 0)	2896	2151	0.6541762351989746
((0, 1), 0)	1250	696	0.660010576248169
((0, 1), 0)	2682	78	0.6766114234924316
((0, 1), 0)	2336	2151	0.707883894443512
((0, 1), 0)	467	78	0.6946138143539429
((0, 1), 0)	1835	1305	0.6988227963447571
((0, 1), 0)	10720	61	0.6824546456336975
((0, 1), 0)	4810	477	0.6497803926467896
((0, 1), 0)	3	260	0.6677511930465698
((0, 1), 0)	4252	104	0.6951344609260559
((0, 1), 0)	8051	78	0.7084944844245911
((0, 1), 0)	4990	9427	0.6496330499649048
((0, 1), 0)	1169	61	0.6774887442588806
((0, 1), 0)	818	4524	0.7016067504882812
((0, 1), 0)	10244	61	0.6816282868385315
((0, 1), 0)	6540	407	0.6483134627342224
((0, 1), 0)	557	87	0.7120372653007507
((0, 1), 0)	418	407	0.702411413192749
((0, 1), 0)	351	710	0.6829603314399719
((0, 1), 0)	5282	2151	0.6863458156585693
((0, 1), 0)	352	407	0.5919649600982666
((0, 1), 0)	1069	452	0.7038981318473816
((0, 1), 0)	10468	104	0.644037663936615
((0, 1), 0)	2590	569	0.69459068775177
((0, 1), 0)	2173	1505	0.6825632452964783
((0, 1), 0)	4491	569	0.6602358222007751
((0, 1), 0)	1197	696	0.6851217150688171
((0, 1), 0)	795	282	0.6410057544708252
((0, 1), 0)	3263	407	0.6859859228134155
((0, 1), 0)	1353	453	0.6822813749313354
((0, 1), 0)	6956	260	0.7008394598960876
((0, 1), 0)	37	1528	0.7013898491859436
((0, 1), 0)	8705	12488	0.6763524413108826
((0, 1), 0)	68	260	0.7025183439254761
((0, 1), 0)	715	2138	0.6539828777313232
((0, 1), 0)	12857	104	0.6812050342559814
((0, 1), 0)	172	2151	0.6909533739089966
((0, 1), 0)	3317	696	0.6666092276573181
((0, 1), 0)	1004	260	0.7019296288490295
((0, 1), 0)	1117	260	0.7041793465614319
((0, 1), 0)	6551	112	0.6821410655975342
((0, 1), 0)	321	270	0.7110058665275574
((0, 1), 0)	1533	696	0.6879902482032776
((0, 1), 0)	2017	780	0.6916112303733826
((0, 1), 0)	13076	2151	0.6826849579811096
((0, 1), 0)	19	112	0.6915438175201416
((0, 1), 0)	1839	407	0.681639552116394
((0, 1), 0)	827	696	0.683624804019928
((0, 1), 0)	2153	61	0.6837721467018127
((0, 1), 0)	3772	452	0.677401602268219
((0, 1), 0)	366	407	0.7055821418762207
((0, 1), 0)	5500	569	0.7199642062187195
((0, 1), 0)	3498	407	0.6800957918167114
